,constructorId,constructorRef,name,nationality,url,img_urls
31,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,http://upload.wikimedia.org/wikipedia/commons/9/9e/TeamLotus.jpg
32,33,larrousse,Larrousse,French,http://en.wikipedia.org/wiki/Larrousse,http://upload.wikimedia.org/wikipedia/en/f/f5/Larrousse_logo.png
33,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,http://upload.wikimedia.org/wikipedia/en/5/53/Brabham91.png
34,35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Dallara_logo.svg/220px-Dallara_logo.svg.png
35,36,fondmetal,Fondmetal,Italian,http://en.wikipedia.org/wiki/Fondmetal,http://upload.wikimedia.org/wikipedia/en/a/a8/Fondmetal.png
36,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,http://upload.wikimedia.org/wikipedia/en/0/02/March_Engineering.png
37,38,moda,Andrea Moda,Italian,http://en.wikipedia.org/wiki/Andrea_Moda_Formula,http://upload.wikimedia.org/wikipedia/en/1/1b/Andrea_moda.png
38,39,ags,AGS,French,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,http://upload.wikimedia.org/wikipedia/en/f/f8/Ags_logo_%28F1%29.png
39,40,lambo,Lambo,Italian,http://en.wikipedia.org/wiki/Modena_(racing_team),http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Modena_Racing_Team_F1_car.jpg/220px-Modena_Racing_Team_F1_car.jpg
40,41,leyton,Leyton House,British,http://en.wikipedia.org/wiki/Leyton_House,http://upload.wikimedia.org/wikipedia/en/d/d0/Leyton_house_logo.png
41,42,coloni,Coloni,Italian,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,http://upload.wikimedia.org/wikipedia/en/thumb/9/93/Logo_scuderia_coloni.jpg/220px-Logo_scuderia_coloni.jpg
42,44,eurobrun,Euro Brun,Italian,http://en.wikipedia.org/wiki/Euro_Brun,http://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/23px-Flag_of_Italy.svg.png
43,45,osella,Osella,Italian,http://en.wikipedia.org/wiki/Osella,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/Osella_emblem.png/90px-Osella_emblem.png
44,46,onyx,Onyx,British,http://en.wikipedia.org/wiki/Onyx_(racing_team),http://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/23px-Flag_of_Sweden.svg.png
45,47,life,Life,Italian,http://en.wikipedia.org/wiki/Life_(Racing_Team),http://upload.wikimedia.org/wikipedia/en/0/0d/Life_logo_F1.png
46,48,rial,Rial,German,http://en.wikipedia.org/wiki/Rial_%28racing_team%29,http://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Rial_racing_logo.gif/250px-Rial_racing_logo.gif
47,49,zakspeed,Zakspeed,German,http://en.wikipedia.org/wiki/Zakspeed,http://upload.wikimedia.org/wikipedia/en/e/ed/Zakspeed_logo.png
48,50,ram,RAM,British,http://en.wikipedia.org/wiki/RAM_Racing,http://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/23px-Flag_of_Germany.svg.png
49,51,alfa,Alfa Romeo,Swiss,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Alfa_Romeo_F1_Team_Stake_Logo.svg/220px-Alfa_Romeo_F1_Team_Stake_Logo.svg.png
50,52,spirit,Spirit,British,http://en.wikipedia.org/wiki/Spirit_(racing_team),
51,53,toleman,Toleman,British,http://en.wikipedia.org/wiki/Toleman,http://upload.wikimedia.org/wikipedia/en/3/37/Toleman_logo.png
52,54,ats,ATS,Italian,http://en.wikipedia.org/wiki/ATS_(wheels),http://upload.wikimedia.org/wikipedia/commons/8/81/ATS_logo.gif
53,55,theodore,Theodore,Hong Kong,http://en.wikipedia.org/wiki/Theodore_Racing,http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Theodore_logo.png/220px-Theodore_logo.png
54,56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_Brazil_%281968%E2%80%931992%29.svg/22px-Flag_of_Brazil_%281968%E2%80%931992%29.svg.png
55,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,http://upload.wikimedia.org/wikipedia/en/f/f6/Ensign.gif
56,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,
57,59,wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing,http://upload.wikimedia.org/wikipedia/en/0/03/WalterWolfRacing.png
58,60,merzario,Merzario,Italian,http://en.wikipedia.org/wiki/Merzario,http://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/23px-Flag_of_Italy.svg.png
59,61,kauhsen,Kauhsen,German,http://en.wikipedia.org/wiki/Kauhsen,http://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/23px-Flag_of_Italy.svg.png
60,62,rebaque,Rebaque,Mexican,http://en.wikipedia.org/wiki/Rebaque,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Hector_Rebaque_Lotus_78.jpg/220px-Hector_Rebaque_Lotus_78.jpg
61,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,
62,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,http://upload.wikimedia.org/wikipedia/commons/e/e5/Hesketh.gif
63,65,martini,Martini,French,http://en.wikipedia.org/wiki/Martini_(cars),http://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/23px-Flag_of_France.svg.png
64,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,http://upload.wikimedia.org/wikipedia/en/b/bd/BritishRacingMotorsLogo.png
65,67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing,http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Team_Penske_logo.svg/220px-Team_Penske_logo.svg.png
66,68,lec,LEC,British,http://en.wikipedia.org/wiki/LEC_(Formula_One),http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png
67,69,mcguire,McGuire,Australian,http://en.wikipedia.org/wiki/McGuire_(Formula_One),http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Australia_%28converted%29.svg/23px-Flag_of_Australia_%28converted%29.svg.png
68,70,boro,Boro,Dutch,http://en.wikipedia.org/wiki/Boro_(Formula_One),http://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Boro_logo.png/220px-Boro_logo.png
69,71,apollon,Apollon,Swiss,http://en.wikipedia.org/wiki/Apollon_(Formula_One),http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Apollon_logo.gif/100px-Apollon_logo.gif
70,72,kojima,Kojima,Japanese,http://en.wikipedia.org/wiki/Kojima_Engineering,http://upload.wikimedia.org/wikipedia/en/e/ed/KojimaEngineering.png
71,73,parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli,http://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png
72,74,maki,Maki,Japanese,http://en.wikipedia.org/wiki/Maki_(cars),http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Maki_Engineering_logo.jpg/220px-Maki_Engineering_logo.jpg
73,75,hill,Embassy Hill,British,http://en.wikipedia.org/wiki/Hill_(constructor),http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png
74,76,lyncar,Lyncar,British,http://en.wikipedia.org/wiki/Lyncar,
75,77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team),
76,78,amon,Amon,New Zealander,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),http://upload.wikimedia.org/wikipedia/en/f/fc/Amon_%28Formula_One_team%29_%28logo%29.png
77,79,token,Token,British,http://en.wikipedia.org/wiki/Token_(Racing_team),http://upload.wikimedia.org/wikipedia/en/2/2e/Token_F1_Logo.png
78,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,http://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Frank_Williams_Racing_Cars_Historical_logo.jpg/180px-Frank_Williams_Racing_Cars_Historical_logo.jpg
79,81,tecno,Tecno,Italian,http://en.wikipedia.org/wiki/Tecno,
80,82,matra,Matra,French,http://en.wikipedia.org/wiki/Matra,http://upload.wikimedia.org/wikipedia/en/thumb/0/08/Matra_logo.gif/220px-Matra_logo.gif
